"","X","Latitude","Longitude","Elevation","BackgroundSpecies","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"1146",21039,"5.73778","-53.945961","2","","Troglodytidae","Troglodytes","aedon","albicans","House Wren",28.221474,"Troglodytes aedon",15
"1147",21135,"NULL","NULL","2800","","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",35.18458,"Leptosittaca branickii",11
"1148",21140,"-9.9826","-50.0151","180","","Psittacidae","Pionus","menstruus","","Blue-headed Parrot",16.447574,"Pionus menstruus",11
"1149",21190,"-22.7057","-47.628","550","","Coerebidae","Coereba","flaveola","","Bananaquit",37.734444,"Coereba flaveola",10
"1150",21197,"NULL","NULL","430","","Psittacidae","Pionus","menstruus","rubrigularis ?","Blue-headed Parrot",22.923673,"Pionus menstruus",11
"1151",21203,"11.15","-74.11667","700","","Thraupidae","Tersina","viridis","","Swallow Tanager",23.277302,"Tersina viridis",10
"1152",21212,"5.7813","-75.7452","1500","","Parulidae","Basileuterus","culicivorus","","Golden-crowned Warbler",37.265918,"Basileuterus culicivorus",14
"1153",21239,"NULL","NULL","2500","","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",42.129274,"Leptosittaca branickii",11
"1154",21245,"7.4334","-69.3167","80","Pyrocephalus rubinus","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",20.823741,"Theristicus caudatus",17
"1155",21269,"8.2167","-73.4001","1600","Myadestes ralloides,Zimmerius chrysops","Troglodytidae","Henicorhina","leucophrys","tamae","Grey-breasted Wood Wren",32.702993,"Henicorhina leucophrys",12
"1156",21284,"11.162","-72.5778","400","","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",21.989229,"Thamnophilus melanonotus",13
"1157",21311,"11.1009","-74.072","1800","Colibri thalassinus,Chlorophonia cyanea","Troglodytidae","Troglodytes","aedon","","House Wren",26.777279,"Troglodytes aedon",15
"1158",21410,"6.9001","-61.2501","?","","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",25.620023,"Crotophaga ani",14
"1159",21440,"NULL","NULL","400","","Icteridae","Cacicus","cela","","Yellow-rumped Cacique",20.579683,"Cacicus cela",11
"1160",21467,"4.5167","-73.7501","?","","Corvidae","Cyanolyca","armillata","","Black-collared Jay",16.003991,"Cyanolyca armillata",17
"1161",21475,"6.5667","-72.7334","2500","","Icteridae","Cacicus","leucoramphus","leucoramphus","Northern Mountain Cacique",17.778866,"Cacicus leucoramphus",18
"1162",21528,"-22.1171","-45.051","900","","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",20.246803,"Elaenia spectabilis",14
"1163",21549,"4.6030444444","-74.2044555556","2546","","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",18.477755,"Cistothorus apolinari",16
"1164",21560,"10.4266","-67.7588","120","","Turdidae","Turdus","leucomelas","","Pale-breasted Thrush",17.153379,"Turdus leucomelas",18
"1165",21579,"-29.3374","-51.9334","440","","Fringillidae","Chlorophonia","cyanea","","Blue-naped Chlorophonia",42.862358,"Chlorophonia cyanea",11
"1166",21600,"-7.8001","-34.9501","50","Saltator maximus,Caracara plancus","Thraupidae","Tersina","viridis","","Swallow Tanager",34.750544,"Tersina viridis",10
"1167",21612,"7.4334","-69.3167","80","Ardea cocoi","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",31.698503,"Theristicus caudatus",17
"1168",21695,"6.5501","-57.7501","0","","Thamnophilidae","Sakesphorus","canadensis","trinitatis","Black-crested Antshrike",31.70068,"Sakesphorus canadensis",10
"1169",21723,"4.2448","-58.9056","80","","Tyrannidae","Lophotriccus","galeatus","","Helmeted Pygmy Tyrant",15.981111,"Lophotriccus galeatus",11
"1170",21732,"5.5374","-75.8029","2850","","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",18.484875,"Ognorhynchus icterotis",11
"1171",21806,"4.5167","-73.7501","?","","Icteridae","Cacicus","leucoramphus","leucoramphus","Northern Mountain Cacique",25.429161,"Cacicus leucoramphus",18
"1172",21808,"5.0834","-75.5001","2500","","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",31.427823,"Leptosittaca branickii",11
"1173",21830,"9.9039","-71.1039","10","","Charadriidae","Vanellus","chilensis","","Southern Lapwing",34.124422,"Vanellus chilensis",19
"1174",21901,"11.162","-72.5778","400","","Charadriidae","Vanellus","chilensis","","Southern Lapwing",22.537483,"Vanellus chilensis",19
"1175",21934,"-16.2352","-51.2556","500","Taraba major,Dacnis cayana","Troglodytidae","Troglodytes","aedon","","House Wren",35.490839,"Troglodytes aedon",15
"1176",21991,"-27.3532","-49.9037","460","Turdus albicollis,Rhopias gularis","Furnariidae","Sclerurus","scansor","","Rufous-breasted Leaftosser",43.595215,"Sclerurus scansor",16
"1177",22001,"-2.94","-59.9878","70","","Psittacidae","Amazona","farinosa","","Mealy Amazon",19.49712,"Amazona farinosa",16
"1178",22021,"8.8526","-70.5806","1700","","Tyrannidae","Megarynchus","pitangua","","Boat-billed Flycatcher",34.641315,"Megarynchus pitangua",11
"1179",22044,"5.736243","-75.86608","2800","","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",16.946077,"Ognorhynchus icterotis",11
"1180",22062,"11.1009","-74.072","1900","","Falconidae","Micrastur","ruficollis","","Barred Forest Falcon",43.814807,"Micrastur ruficollis",12
"1181",22169,"-24.1029","-52.3171","650","","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",35.78068,"Platyrinchus mystaceus",13
"1182",22175,"-27.513","-49.6931","480","Hylophilus poicilotis,Attila phoenicurus,Sicalis flaveola,Dysithamnus mentalis,Leptopogon amaurocephalus,Myiothlypis leucoblephara","Furnariidae","Campylorhamphus","falcularius","","Black-billed Scythebill",38.195351,"Campylorhamphus falcularius",10
"1183",22210,"5.9656","-61.3917","1300","","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",28.988322,"Amazona amazonica",14
"1184",22251,"5.5334","-75.7834","2950","","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",17.606009,"Ognorhynchus icterotis",11
"1185",22303,"11.162","-72.5778","400","Crypturellus erythropus","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",30.4378,"Thamnophilus melanonotus",13
"1186",22321,"0.2131111","-72.42372","350","","Ramphastidae","Ramphastos","vitellinus","","Channel-billed Toucan",41.393492,"Ramphastos vitellinus",12
"1187",22336,"4.6717","-75.6283","1900","","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",33.451655,"Psittacara wagleri",12
"1188",22369,"-3.3303","-39.2616","70","Tapera naevia,Nyctidromus albicollis,Trogon curucui","Tyrannidae","Myiozetetes","similis","","Social Flycatcher",34.67941,"Myiozetetes similis",18
"1189",22388,"6.95","-71","","","Psittacidae","Eupsittula","pertinax","","Brown-throated Parakeet",22.650476,"Eupsittula pertinax",11
"1190",22462,"-8.9826","-72.7148","220","","Pipridae","Chiroxiphia","pareola","regina","Blue-backed Manakin",22.983946,"Chiroxiphia pareola",14
"1191",22466,"-8.7521","-62.2375","90","","Tyrannidae","Platyrinchus","platyrhynchos","","White-crested Spadebill",34.53102,"Platyrinchus platyrhynchos",10
"1192",22470,"8.95","-68.08333","150","","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",16.686032,"Theristicus caudatus",17
"1193",22471,"NULL","NULL","?","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",20.098458,"Rupornis magnirostris",27
"1194",22485,"NULL","NULL","?","","Emberizidae","Zonotrichia","capensis","","Rufous-collared Sparrow",16.169569,"Zonotrichia capensis",11
"1195",22525,"1.2598","-70.2367","190","","Falconidae","Ibycter","americanus","","Red-throated Caracara",28.559342,"Ibycter americanus",14
"1196",22544,"4.6231","-74.0562","2800","","Troglodytidae","Troglodytes","aedon","","House Wren",21.729796,"Troglodytes aedon",15
"1197",22626,"11.162","-72.5778","400","","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",17.502154,"Cantorchilus leucotis",17
"1198",22648,"4.6030444444","-74.2044555556","2546","Molothrus bonariensis","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",43.129909,"Cistothorus apolinari",16
"1199",22659,"5.6709","-67.5551","75","","Tyrannidae","Pitangus","sulphuratus","","Great Kiskadee",15.2739,"Pitangus sulphuratus",10
"1200",22674,"NULL","NULL","200","","Psittacidae","Amazona","farinosa","","Mealy Amazon",22.772426,"Amazona farinosa",16
"1201",22675,"-23.3667","-46.4834","930","","Furnariidae","Philydor","atricapillus","","Black-capped Foliage-gleaner",36.230113,"Philydor atricapillus",11
"1202",22713,"NULL","NULL","?","","Tyrannidae","Hirundinea","ferruginea","","Cliff Flycatcher",16.999615,"Hirundinea ferruginea",12
"1203",22730,"11.162","-72.5778","400","","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",37.164014,"Thamnophilus melanonotus",13
"1204",22767,"NULL","NULL","400","","Accipitridae","Rupornis","magnirostris","magnirostris","Roadside Hawk",16.435669,"Rupornis magnirostris",27
"1205",22772,"11.162","-72.5778","400","","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",16.477075,"Cantorchilus leucotis",17
"1206",22777,"11.162","-72.5778","400","","Thamnophilidae","Sakesphorus","canadensis","","Black-crested Antshrike",34.269909,"Sakesphorus canadensis",10
"1207",22802,"9.9039","-71.1039","0","","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",27.999796,"Crotophaga ani",14
"1208",22840,"6.1132","-67.7137","60","","Thamnophilidae","Sakesphorus","canadensis","","Black-crested Antshrike",21.086757,"Sakesphorus canadensis",10
"1209",22894,"-2.6834","-60.7501","16","Xiphorhynchus obsoletus","Thamnophilidae","Sakesphorus","canadensis","loretoyacuensis","Black-crested Antshrike",23.386712,"Sakesphorus canadensis",10
"1210",23046,"4.6717","-75.6283","1800","","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",25.767574,"Psittacara wagleri",12
"1211",23074,"-20.216","-56.494","120","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",29.705147,"Rupornis magnirostris",27
"1212",23094,"-3.8141","-46.8045","190","","Furnariidae","Sclerurus","rufigularis","","Short-billed Leaftosser",34.607324,"Sclerurus rufigularis",10
"1213",23175,"-2.6834","-60.7501","16","","Thamnophilidae","Sakesphorus","canadensis","loretoyacuensis","Black-crested Antshrike",22.151088,"Sakesphorus canadensis",10
"1214",23229,"NULL","NULL","","","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",43.451066,"Ara ararauna",13
"1215",23280,"-22.5001","-42.7167","30","","Thraupidae","Tersina","viridis","","Swallow Tanager",37.681111,"Tersina viridis",10
"1216",23282,"5.474","-55.182","15","Tyrannus melancholicus,Legatus leucophaius,Elaenia flavogaster,Coereba flaveola,Picumnus exilis","Alcedinidae","Megaceryle","torquata","","Ringed Kingfisher",36.395193,"Megaceryle torquata",10
"1217",23306,"11.1092","-74.0456","2600","","Troglodytidae","Henicorhina","leucophrys","anachoreta","Grey-breasted Wood Wren",29.113447,"Henicorhina leucophrys",12
"1218",23326,"-20.6878","-42.4551","1155","Chiroxiphia caudata","Thamnophilidae","Rhopias","gularis","","Star-throated Antwren",33.909887,"Rhopias gularis",14
"1219",23349,"8.620356","-71.082487","2000","","Corvidae","Cyanolyca","armillata","","Black-collared Jay",21.909955,"Cyanolyca armillata",17
"1220",23389,"3.01667","-53.0667","650","","Furnariidae","Sclerurus","rufigularis","","Short-billed Leaftosser",26.855034,"Sclerurus rufigularis",10
"1221",23431,"5.9656","-61.3917","?","","Furnariidae","Glyphorynchus","spirurus","","Wedge-billed Woodcreeper",30.296735,"Glyphorynchus spirurus",10
"1222",23432,"-3.8717","-70.15","110","","Turdidae","Turdus","albicollis","phaeopygus","White-necked Thrush",23.554172,"Turdus albicollis",10
"1223",23438,"6.9862","-75.1251","1400","","Thamnophilidae","Cercomacra","parkeri","","Parker's Antbird",25.056893,"Cercomacra parkeri",10
"1224",23439,"NULL","NULL","2650","","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",17.461882,"Ognorhynchus icterotis",11
"1225",23481,"-32.1503","-52.7364","10","","Turdidae","Turdus","albicollis","","White-necked Thrush",15.950023,"Turdus albicollis",10
"1226",23525,"-15.7715","-47.8331","1000","","Psittacidae","Brotogeris","chiriri","","Yellow-chevroned Parakeet",17.36483,"Brotogeris chiriri",11
"1227",23535,"5.7813","-75.7452","1500","","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",25.278277,"Psittacara wagleri",12
"1228",23579,"-22.2311","-41.5716","10","","Coerebidae","Coereba","flaveola","","Bananaquit",33.493968,"Coereba flaveola",10
"1229",23593,"4.516667","-68.08334","250","","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",22.833084,"Milvago chimachima",18
"1230",23631,"4.6834","-74.3834","1750","Vireo leucophrys,Atlapetes albofrenatus","Troglodytidae","Henicorhina","leucophrys","","Grey-breasted Wood Wren",20.867007,"Henicorhina leucophrys",12
"1231",23643,"-22.6707","-48.1469","550","","Psittacidae","Psittacara","leucophthalmus","","White-eyed Parakeet",18.872834,"Psittacara leucophthalmus",12
"1232",23700,"-28.9361","-49.4923","10","","Thamnophilidae","Pyriglena","leucoptera","","White-shouldered Fire-eye",26.145624,"Pyriglena leucoptera",12
"1233",23711,"11.162","-72.5778","400","Crypturellus erythropus","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",32.350907,"Thamnophilus melanonotus",13
"1234",23729,"-22.8667","-44.4501","651","","Furnariidae","Cichlocolaptes","leucophrus","holti","Pale-browed Treehunter",29.353651,"Cichlocolaptes leucophrus",14
"1235",23753,"6.9862","-75.1251","1700","","Thamnophilidae","Cercomacra","parkeri","","Parker's Antbird",36.13517,"Cercomacra parkeri",10
"1236",23795,"6.6107","-74.5333","480","","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",32.102676,"Amazona ochrocephala",19
"1237",23806,"5.9656","-61.3917","?","","Falconidae","Ibycter","americanus","","Red-throated Caracara",25.116281,"Ibycter americanus",14
"1238",23824,"5.001","-52.463","2","Emberizoides herbicola,Ammodramus humeralis","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",41.063696,"Orthopsittaca manilatus",13
"1239",23832,"NULL","NULL","50","Ramphocelus carbo","Ramphastidae","Ramphastos","vitellinus","","Channel-billed Toucan",19.970839,"Ramphastos vitellinus",12
"1240",23837,"-23.9501","-46.7667","800","","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",39.809388,"Myiothlypis leucoblephara",14
"1241",23850,"-20.1774","-45.7082","700","","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",32.488209,"Cacicus haemorrhous",20
"1242",23861,"-16.3811","-56.3503","130","","Psittacidae","Brotogeris","chiriri","","Yellow-chevroned Parakeet",38.284308,"Brotogeris chiriri",11
"1243",23863,"8.1565","-71.9073","3000","","Corvidae","Cyanolyca","armillata","","Black-collared Jay",21.561814,"Cyanolyca armillata",17
"1244",23883,"-28.6494","-49.6695","320","","Pipridae","Chiroxiphia","caudata","","Blue Manakin",19.577302,"Chiroxiphia caudata",21
"1245",23890,"NULL","NULL","2650","","Troglodytidae","Henicorhina","leucophrys","","Grey-breasted Wood Wren",42.271995,"Henicorhina leucophrys",12
"1246",23911,"5.73778","-53.945961","2","Sakesphorus canadensis,Sakesphorus canadensis,Picumnus cirratus,Cantorchilus leucotis","Cuculidae","Crotophaga","major","","Greater Ani",35.567868,"Crotophaga major",10
"1247",23925,"4.657","-51.869","1","Thamnophilus nigrocinereus","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",24.562177,"Amazona amazonica",14
"1248",23943,"NULL","NULL","200","Myiopagis gaimardii","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",23.442789,"Thamnophilus melanonotus",13
"1249",23951,"6.79008","-58.162994","0","Tityra cayana,Pitangus sulphuratus,Ornithion brunneicapillus,Chloroceryle americana","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",20.790952,"Amazona amazonica",14
"1250",23997,"-9.0501","-56.5834","180","","Psittacidae","Eupsittula","pertinax","paraensis","Brown-throated Parakeet",27.399433,"Eupsittula pertinax",11
"1251",24086,"NULL","NULL","","","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",16.893243,"Crotophaga ani",14
"1252",24092,"4.9301","-55.2101","?","","Tyrannidae","Lophotriccus","galeatus","","Helmeted Pygmy Tyrant",33.650703,"Lophotriccus galeatus",11
"1253",24110,"4.6148","-52.505","40","","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",27.261361,"Amazona amazonica",14
"1254",24118,"-19.1456","-40.0645","50","","Psittacidae","Pionus","menstruus","reichenowi","Blue-headed Parrot",15.702109,"Pionus menstruus",11
"1255",24155,"NULL","NULL","400","","Psittacidae","Amazona","ochrocephala","ochrocephala","Yellow-crowned Amazon",31.902381,"Amazona ochrocephala",19
"1256",24176,"8.6913","-70.9194","3500","","Emberizidae","Zonotrichia","capensis","","Rufous-collared Sparrow",26.586213,"Zonotrichia capensis",11
"1257",24218,"3.7126","-73.2483","220","","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",25.819229,"Crotophaga ani",14
"1258",24220,"NULL","NULL","400","","Psittacidae","Amazona","ochrocephala","ochrocephala","Yellow-crowned Amazon",17.711111,"Amazona ochrocephala",19
"1259",24221,"4.215","-51.665","2","Cantorchilus leucotis","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",25.439796,"Amazona amazonica",14
"1260",24232,"NULL","NULL","200","","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",33.38288,"Dysithamnus mentalis",25
"1261",24255,"4.6030444444","-74.2044555556","2546","Molothrus bonariensis","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",18.812608,"Cistothorus apolinari",16
"1262",24380,"5.5334","-75.7834","2950","","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",24.562834,"Ognorhynchus icterotis",11
"1263",24387,"-3.3303","-39.2616","70","Nyctidromus albicollis","Tyrannidae","Myiozetetes","similis","","Social Flycatcher",36.602971,"Myiozetetes similis",18
"1264",24394,"5.73778","-53.945961","2","","Thamnophilidae","Sakesphorus","canadensis","canadensis","Black-crested Antshrike",23.663878,"Sakesphorus canadensis",10
"1265",24445,"5.2431","-76.0964","1300","","Thamnophilidae","Cercomacra","parkeri","","Parker's Antbird",18.19873,"Cercomacra parkeri",10
