"","X","MediaId","FileName","ClassId","Date","Time","Locality","Latitude","Longitude","Elevation","Author","AuthorID","Content","Comments","Quality","Year","BackgroundSpecies","Order","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"1198",22648,30853,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30853.wav","ssmptq","2000-06-01","12:29:59","Humedal de Tibanica, Bosa, Bogotá D.C.","4.6030444444","-74.2044555556","2546","Paula Caycedo Rosales (Colección de Sonidos Ambientales - Instituto Humboldt)","XMFDPACYJN","call, song","BSA 7548To obtain a wav file of the original recording, please contact csa@humboldt.org.coplayback-used:no","1","BirdCLEF2015","Molothrus bonariensis","Passeriformes","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",43.129909,"Cistothorus apolinari",16
"1199",22659,30872,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30872.wav","viluoh","2011-03-24","12-40","Puerto Ajacucho","5.6709","-67.5551","75","Albert Lastukhin","LELYWQKUZX","call","","3","BirdCLEF2015","","Passeriformes","Tyrannidae","Pitangus","sulphuratus","","Great Kiskadee",15.2739,"Pitangus sulphuratus",10
"1200",22674,30890,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30890.wav","ijpmji","2008-10-00","?:?","Las Claritas, Barquilla de Fresa","NULL","NULL","200","Joe Klaiber","TNPOVFLZMY","call","link:http://www.birds-venezuela.de","3","BirdCLEF2015","","Psittaciformes","Psittacidae","Amazona","farinosa","","Mealy Amazon",22.772426,"Amazona farinosa",16
"1201",22675,30891,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30891.wav","qldqit","1994-07-17","10:50","Serra da Cantareira, Guarulhos, Sao Paulo state","-23.3667","-46.4834","930","Dante Buzzetti","YOXWKYFZAP","call","bird-seen:yesplayback-used:no","1","BirdCLEF2015","","Passeriformes","Furnariidae","Philydor","atricapillus","","Black-capped Foliage-gleaner",36.230113,"Philydor atricapillus",11
"1202",22713,30933,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30933.wav","hdtboj","2007-07-29","?","Merida, San Isidro quarry","NULL","NULL","?","Alexandre Renaudier","GKADEITXTH","call","2 birds","2","BirdCLEF2015","","Passeriformes","Tyrannidae","Hirundinea","ferruginea","","Cliff Flycatcher",16.999615,"Hirundinea ferruginea",12
"1203",22730,30959,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN30959.wav","wszyfh","2005-06-15","08:00","Albania (Guajira)","11.162","-72.5778","400","Oswaldo Cortes","VVDRVZCVWW","call","","0","BirdCLEF2015","","Passeriformes","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",37.164014,"Thamnophilus melanonotus",13
"1204",22767,31010,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31010.wav","uphahj","2000-04-21","am","Finca La Pradera, Parroquia Remolinos, Municipio Puerto Lopez, Meta","NULL","NULL","400","Bernabe Lopez-Lanus","BYLLSJRVDZ","call","","3","BirdCLEF2015","","Accipitriformes","Accipitridae","Rupornis","magnirostris","magnirostris","Roadside Hawk",16.435669,"Rupornis magnirostris",27
"1205",22772,31015,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31015.wav","cmcyuw","2005-06-15","08:00","Albania (Guajira)","11.162","-72.5778","400","Oswaldo Cortes","VVDRVZCVWW","call","","0","BirdCLEF2015","","Passeriformes","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",16.477075,"Cantorchilus leucotis",17
"1206",22777,31021,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31021.wav","drcmin","2005-06-15","08:00","Albania (Guajira)","11.162","-72.5778","400","Oswaldo Cortes","VVDRVZCVWW","call","","0","BirdCLEF2015","","Passeriformes","Thamnophilidae","Sakesphorus","canadensis","","Black-crested Antshrike",34.269909,"Sakesphorus canadensis",10
"1207",22802,31050,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31050.wav","oxhigs","2011-03-16","08:00","Bachaquero","9.9039","-71.1039","0","Albert Lastukhin","LELYWQKUZX","alarm call, call","bird-seen:yesplayback-used:no","2","BirdCLEF2015","","Cuculiformes","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",27.999796,"Crotophaga ani",14
"1208",22840,31100,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31100.wav","drcmin","2013-01-04","07:00","La Pedregoza, Puerto Carreño, Vichada","6.1132","-67.7137","60","David Bradley y Sandra Valderrama","MCNTDLDTOO","call","http://www.pedregoza.org/","3","BirdCLEF2015","","Passeriformes","Thamnophilidae","Sakesphorus","canadensis","","Black-crested Antshrike",21.086757,"Sakesphorus canadensis",10
"1209",22894,31161,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31161.wav","drcmin","2001-07-03","09:19","Anavilhanas Archipelago","-2.6834","-60.7501","16","Jeremy Minns","DGVLLRYDXS","call","Edge of flooded igapó forest. Natural calls by male.","0","BirdCLEF2015","Xiphorhynchus obsoletus","Passeriformes","Thamnophilidae","Sakesphorus","canadensis","loretoyacuensis","Black-crested Antshrike",23.386712,"Sakesphorus canadensis",10
"1210",23046,31359,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31359.wav","anfvsy","2008-02-07","08:35","Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-La Popa","4.6717","-75.6283","1800","Oscar Humberto Marin-Gomez","CSUHASNRSU","flight call","OHM23B 1005bird-seen:yesplayback-used:no","2","BirdCLEF2015","","Psittaciformes","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",25.767574,"Psittacara wagleri",12
"1211",23074,31390,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31390.wav","uphahj","1992-08-09","09:00","Rio Salobra,Miranda,Mato Grosso do Sul State","-20.216","-56.494","120","Antonio Silveira","NBJQSQJRYH","call, male, song","bird near the river.bird-seen:yesplayback-used:no","0","BirdCLEF2015","","Accipitriformes","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",29.705147,"Rupornis magnirostris",27
"1212",23094,31413,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31413.wav","txvjdt","2013-07-16","09:00","Reserva Biologica do Gurupi","-3.8141","-46.8045","190","Josh Engel","AHACCPDBSA","call","Calling from the ground in terra firme forest.bird-seen:yesplayback-used:no","1","BirdCLEF2015","","Passeriformes","Furnariidae","Sclerurus","rufigularis","","Short-billed Leaftosser",34.607324,"Sclerurus rufigularis",10
"1213",23175,31526,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31526.wav","drcmin","2001-07-01","06:49","Anavilhanas Archipelago","-2.6834","-60.7501","16","Jeremy Minns","DGVLLRYDXS","call","Edge of flooded igapó forest. Natural calls by pair.","0","BirdCLEF2015","","Passeriformes","Thamnophilidae","Sakesphorus","canadensis","loretoyacuensis","Black-crested Antshrike",22.151088,"Sakesphorus canadensis",10
"1214",23229,31592,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31592.wav","zcwqjv","1990-12-17","?","Huila, San Agustin","NULL","NULL","","Gary Stiles (Colección de Sonidos Ambientales - Instituto Humboldt)","XMFDPACYJN","call","BSA 11387To obtain a wav file of the original recording, please contact csa@humboldt.org.cobird-seen:noplayback-used:no","1","BirdCLEF2015","","Psittaciformes","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",43.451066,"Ara ararauna",13
"1215",23280,31654,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31654.wav","jbufjj","2008-05-22","14:50","Reserva Ecológica de Guapiaçu, RJ","-22.5001","-42.7167","30","Ricardo Gagliardi","YRDADNREOP","call","","2","BirdCLEF2015","","Passeriformes","Thraupidae","Tersina","viridis","","Swallow Tanager",37.681111,"Tersina viridis",10
"1216",23282,31656,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31656.wav","oublby","2011-03-15","08:25","Hanover Savanna","5.474","-55.182","15","Daniel Lane","WOEAFQRMUD","excited calls in flight","Aerial interaction among several pairs over open shrubby savanna on white sand soil with islands of trees and borrow pits scattered about.","2","BirdCLEF2015","Tyrannus melancholicus,Legatus leucophaius,Elaenia flavogaster,Coereba flaveola,Picumnus exilis","Coraciiformes","Alcedinidae","Megaceryle","torquata","","Ringed Kingfisher",36.395193,"Megaceryle torquata",10
"1217",23306,31685,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31685.wav","ffvgyk","2014-01-24","09:00","San Lorenzo Ridge, Santa Marta Mountains","11.1092","-74.0456","2600","Andrew Spencer","CDTGHVBGZP","call","response to playback from the same pair as in XC165606.bird-seen:yesplayback-used:yes","1","BirdCLEF2015","","Passeriformes","Troglodytidae","Henicorhina","leucophrys","anachoreta","Grey-breasted Wood Wren",29.113447,"Henicorhina leucophrys",12
"1218",23326,31710,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31710.wav","vjavkh","2012-07-20","17:17","Serra do Brigadeiro State Park, Araponga, Minas Gerais","-20.6878","-42.4551","1155","Luiz Gabriel Mazzoni","MPOKMOFDDX","call","Call very similar to Call A in the DVD Birds of Brazil, by Jeremy Minns.bird-seen:yesplayback-used:yes""""","1","BirdCLEF2015","Chiroxiphia caudata","Passeriformes","Thamnophilidae","Rhopias","gularis","","Star-throated Antwren",33.909887,"Rhopias gularis",14
"1219",23349,31740,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31740.wav","vnkcgy","2007-01-00","?:?","La Mucuy, Sierra Nevada NP, Merida","8.620356","-71.082487","2000","Joe Klaiber","TNPOVFLZMY","call","link:http://www.birds-venezuela.de","2","BirdCLEF2015","","Passeriformes","Corvidae","Cyanolyca","armillata","","Black-collared Jay",21.909955,"Cyanolyca armillata",17
"1220",23389,31793,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31793.wav","txvjdt","2010-10-04","?","Mont Itoupé","3.01667","-53.0667","650","Alexandre Renaudier","GKADEITXTH","alarm call","with bill full of food","2","BirdCLEF2015","","Passeriformes","Furnariidae","Sclerurus","rufigularis","","Short-billed Leaftosser",26.855034,"Sclerurus rufigularis",10
"1221",23431,31847,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31847.wav","jnqggx","2006-12-31","08:00","La Escalera, Sierra de Lema, Bolívar","5.9656","-61.3917","?","Nathan Pieplow","EKKJJJRDJY","call","","2","BirdCLEF2015","","Passeriformes","Furnariidae","Glyphorynchus","spirurus","","Wedge-billed Woodcreeper",30.296735,"Glyphorynchus spirurus",10
"1222",23432,31848,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31848.wav","uiqpgc","1987-01-00","?","PNN Amacaycau, Leticia, Amazonas","-3.8717","-70.15","110","Frank Lambert","YTUXOCTUEM","call","Probably an alarm call. Same bird as on XC163585bird-seen:yesplayback-used:no","2","BirdCLEF2015","","Passeriformes","Turdidae","Turdus","albicollis","phaeopygus","White-necked Thrush",23.554172,"Turdus albicollis",10
"1223",23438,31855,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31855.wav","cnlalq","2010-01-28","9:10","RNA Arrierito Antioqueño, Anorí, Antioquia","6.9862","-75.1251","1400","David Geale","SBFBVYGIJC","call","Not seen well, 2 birds.","3","BirdCLEF2015","","Passeriformes","Thamnophilidae","Cercomacra","parkeri","","Parker's Antbird",25.056893,"Cercomacra parkeri",10
"1224",23439,31856,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31856.wav","ovfpsf","1999-05-07","16:25","Finca La Siberia, Roncesvalles, Tolima","NULL","NULL","2650","Bernabe Lopez-Lanus","BYLLSJRVDZ","call","Young/s of few weeks from the nest (camara). Too adults.","2","BirdCLEF2015","","Psittaciformes","Psittacidae","Ognorhynchus","icterotis","","Yellow-eared Parrot",17.461882,"Ognorhynchus icterotis",11
"1225",23481,31910,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31910.wav","uiqpgc","2014-10-22","18:50","Reserva Biológica do Mato Grande - Arroio Grande, Rio Grande do Sul","-32.1503","-52.7364","10","Fernando Jacobs","MHHPJBCUXC","call","bird-seen:yesplayback-used:no","3","BirdCLEF2015","","Passeriformes","Turdidae","Turdus","albicollis","","White-necked Thrush",15.950023,"Turdus albicollis",10
"1226",23525,31966,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31966.wav","sxpisu","2014-02-01","07:58","Parque das Garças, Brasilia, Federal District","-15.7715","-47.8331","1000","Paulo Paixão","ICKWUWIDTY","call, flock","bird-seen:yesplayback-used:no","1","BirdCLEF2015","","Psittaciformes","Psittacidae","Brotogeris","chiriri","","Yellow-chevroned Parakeet",17.36483,"Brotogeris chiriri",11
"1227",23535,31982,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN31982.wav","anfvsy","2011-01-14","08:20","Jericó, Antioquia","5.7813","-75.7452","1500","Sergio Chaparro-Herrera","RJLERWCWGE","call","bird-seen:yesplayback-used:no","0","BirdCLEF2015","","Psittaciformes","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",25.278277,"Psittacara wagleri",12
"1228",23579,32036,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32036.wav","perzmu","2012-03-30","09:30","Carapebus, Rio de Janeiro","-22.2311","-41.5716","10","Yair G. Molina M.","UQUOPFIYYQ","call","bird-seen:yesplayback-used:no","1","BirdCLEF2015","","Passeriformes","Coerebidae","Coereba","flaveola","","Bananaquit",33.493968,"Coereba flaveola",10
"1229",23593,32051,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32051.wav","asvgnp","2004-01-30","?","Vichada, Cumaribo, PNN Tuparro, Sabana de la Pista, Corg Santa Rita","4.516667","-68.08334","250","Mauricio Álvarez Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt)","XMFDPACYJN","call","BSA 16218To obtain a wav file of the original recording, please contact csa@humboldt.org.cobird-seen:noplayback-used:no","1","BirdCLEF2015","","Falconiformes","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",22.833084,"Milvago chimachima",18
"1230",23631,32096,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32096.wav","ffvgyk","2009-10-13","12:00","Laguna de Pedro Palo, Cundinamarca","4.6834","-74.3834","1750","Thomas Donegan","OXSIOLJJUP","call","","3","BirdCLEF2015","Vireo leucophrys,Atlapetes albofrenatus","Passeriformes","Troglodytidae","Henicorhina","leucophrys","","Grey-breasted Wood Wren",20.867007,"Henicorhina leucophrys",12
"1231",23643,32110,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32110.wav","aiiwiu","2013-11-13","15:30","Fazenda Bacury, Anhembi, São Paulo","-22.6707","-48.1469","550","Juha Honkala","UTCLOBFQPH","call, flight call","Calls of flock roosting in the yard of Fazenda Bacury.bird-seen:yesplayback-used:no","1","BirdCLEF2015","","Psittaciformes","Psittacidae","Psittacara","leucophthalmus","","White-eyed Parakeet",18.872834,"Psittacara leucophthalmus",12
"1232",23700,32183,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32183.wav","gncrmz","2011-08-20","08:00","Araranguá, Araranguá, Santa Catarina","-28.9361","-49.4923","10","João Antônio de B. Vitto","RIVNLYTULO","call","bird-seen:yesplayback-used:yes","0","BirdCLEF2015","","Passeriformes","Thamnophilidae","Pyriglena","leucoptera","","White-shouldered Fire-eye",26.145624,"Pyriglena leucoptera",12
"1233",23711,32198,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32198.wav","wszyfh","2005-07-12","08:00","Albania (Guajira)","11.162","-72.5778","400","Oswaldo Cortes","VVDRVZCVWW","call","","0","BirdCLEF2015","Crypturellus erythropus","Passeriformes","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",32.350907,"Thamnophilus melanonotus",13
"1234",23729,32220,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32220.wav","vumzkv","1995-03-19","16:40","Serra da Bocaina. Bananal","-22.8667","-44.4501","651","Dante Buzzetti","YOXWKYFZAP","call","bird-seen:noplayback-used:no","1","BirdCLEF2015","","Passeriformes","Furnariidae","Cichlocolaptes","leucophrus","holti","Pale-browed Treehunter",29.353651,"Cichlocolaptes leucophrus",14
"1235",23753,32251,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32251.wav","cnlalq","2011-06-17","15:00","RNA Arrierito Antioqueño, Anorí, Antioquia","6.9862","-75.1251","1700","Andrew Spencer","CDTGHVBGZP","call, song","response to playback, song and call from a pair of birds","1","BirdCLEF2015","","Passeriformes","Thamnophilidae","Cercomacra","parkeri","","Parker's Antbird",36.13517,"Cercomacra parkeri",10
"1236",23795,32305,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32305.wav","azkncx","2014-01-22","07:30","Puerto Berrio, Antioquia","6.6107","-74.5333","480","Oswaldo Cortes","VVDRVZCVWW","flight call","bird-seen:yesplayback-used:no","4","BirdCLEF2015","","Psittaciformes","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",32.102676,"Amazona ochrocephala",19
"1237",23806,32321,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32321.wav","myvkag","2006-12-31","11:00","La Escalera, Sierra de Lema, Bolívar","5.9656","-61.3917","?","Nathan Pieplow","EKKJJJRDJY","call","","1","BirdCLEF2015","","Falconiformes","Falconidae","Ibycter","americanus","","Red-throated Caracara",25.116281,"Ibycter americanus",14
"1238",23824,32341,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32341.wav","gzfudv","2010-07-01","?","Tonate-Macouria, Pripris Maillard","5.001","-52.463","2","Renaudier Alexandre","GKADEITXTH","flight call","18 birds together in flight","1","BirdCLEF2015","Emberizoides herbicola,Ammodramus humeralis","Psittaciformes","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",41.063696,"Orthopsittaca manilatus",13
"1239",23832,32351,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32351.wav","qrhwnu","2011-09-18","?","Saint-Georges, savane-roche N2","NULL","NULL","50","Alexandre Renaudier","GKADEITXTH","call","","1","BirdCLEF2015","Ramphocelus carbo","Piciformes","Ramphastidae","Ramphastos","vitellinus","","Channel-billed Toucan",19.970839,"Ramphastos vitellinus",12
"1240",23837,32358,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32358.wav","nknnjw","2010-10-12","07:00","Serra do Mar State Park. Curucutú","-23.9501","-46.7667","800","Fernando Igor de Godoy","CHDHFSVVIN","call, song","","0","BirdCLEF2015","","Passeriformes","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",39.809388,"Myiothlypis leucoblephara",14
"1241",23850,32373,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32373.wav","ziirhl","2013-05-02","16:00","Iguatama, Minas Gerais","-20.1774","-45.7082","700","João Antônio de B. Vitto","RIVNLYTULO","call, song","bird-seen:yesplayback-used:no","0","BirdCLEF2015","","Passeriformes","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",32.488209,"Cacicus haemorrhous",20
"1242",23861,32386,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32386.wav","sxpisu","2014-03-28","06:00","Nossa Senhora do Livramento, Mato Grosso","-16.3811","-56.3503","130","GABRIEL LEITE","TGBFXDVERJ","call, female, male","bird-seen:yesplayback-used:no","1","BirdCLEF2015","","Psittaciformes","Psittacidae","Brotogeris","chiriri","","Yellow-chevroned Parakeet",38.284308,"Brotogeris chiriri",11
"1243",23863,32388,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32388.wav","vnkcgy","2009-02-01","?","La Grita, Chorro El Indio National Park, Jauregui, Táchira","8.1565","-71.9073","3000","Hans Matheve","VROUALCTKG","call","bird-seen:yes","0","BirdCLEF2015","","Passeriformes","Corvidae","Cyanolyca","armillata","","Black-collared Jay",21.561814,"Cyanolyca armillata",17
"1244",23883,32410,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32410.wav","bmiqmk","2013-11-17","15:30","Reserva Biológica do Aguaí, Nova Veneza, Santa Catarina, Brazil","-28.6494","-49.6695","320","João Gava","CEKMJEZKSJ","call, male","bird-seen:yesplayback-used:no","2","BirdCLEF2015","","Passeriformes","Pipridae","Chiroxiphia","caudata","","Blue Manakin",19.577302,"Chiroxiphia caudata",21
"1245",23890,32417,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32417.wav","ffvgyk","2006-11-06","07:17","Departamento de Boyaca, municipio de Soata en la vereda Molinos","NULL","NULL","2650","Oswaldo Cortes","VVDRVZCVWW","call","Respuesta a Playback","2","BirdCLEF2015","","Passeriformes","Troglodytidae","Henicorhina","leucophrys","","Grey-breasted Wood Wren",42.271995,"Henicorhina leucophrys",12
"1246",23911,32444,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32444.wav","arlrfh","0000-00-00","?:?","Awala-Yalimapo, digue","5.73778","-53.945961","2","Alexandre Renaudier","GKADEITXTH","calls at rest","natural recording","1","BirdCLEF2015","Sakesphorus canadensis,Sakesphorus canadensis,Picumnus cirratus,Cantorchilus leucotis","Cuculiformes","Cuculidae","Crotophaga","major","","Greater Ani",35.567868,"Crotophaga major",10
"1247",23925,32461,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32461.wav","lgdqns","2010-04-12","?","Pointe Béhague, crique Vieille","4.657","-51.869","1","Renaudier Alexandre","GKADEITXTH","call, song","","1","BirdCLEF2015","Thamnophilus nigrocinereus","Psittaciformes","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",24.562177,"Amazona amazonica",14
"1248",23943,32483,"LIFECLEF2015_BIRDAMAZON_XC_WAV_RN32483.wav","wszyfh","2010-01-16","9:05","Los Besotes Reserve, Sta. Marta foothills near Valledupar","NULL","NULL","200","David Geale","SBFBVYGIJC","call?","Male after playback","2","BirdCLEF2015","Myiopagis gaimardii","Passeriformes","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",23.442789,"Thamnophilus melanonotus",13
